Insee - Statistiques locales; ; ; 
Référentiel géographique : France par commune; ; ; 
Code;Nom;Population municipale 2021;Médecin généraliste (en nombre) 2021
59073;Berthen;597;0
59074;Bertry;2148;3
59075;Béthencourt;716;1
59076;Bettignies;309;0
59077;Bettrechies;258;0
59078;Beugnies;611;0
59079;Beuvrages;6784;4
59080;Beuvry-la-Forêt;2834;2
59081;Bévillers;549;0
59082;Bierne;1772;0
59083;Bissezeele;246;0
59084;Blaringhem;2043;2
59085;Blécourt;306;0
59086;Boeschepe;2179;3
59087;Boëseghem;741;0
59088;Bois-Grenier;1793;4
59089;Bollezeele;1423;2
59090;Bondues;9713;7
59091;Borre;576;1
59092;Bouchain;3996;2
59093;Boulogne-sur-Helpe;310;0
59094;Bourbourg;7023;7
59096;Bourghelles;1673;1
59097;Boursies;392;0
59098;Bousbecque;4847;4
59099;Bousies;1771;1
59100;Bousignies;349;0
59101;Bousignies-sur-Roc;376;0
59102;Boussières-en-Cambrésis;446;0
59103;Boussières-sur-Sambre;513;0
59104;Boussois;3157;3
59105;Bouvignies;1548;2
59106;Bouvines;755;0
59107;Bray-Dunes;4380;3
59108;Briastre;713;0
59109;Brillon;773;0
59110;Brouckerque;1444;0
59111;Broxeele;404;0
59112;Bruay-sur-l'Escaut;11309;7
59113;Bruille-lez-Marchiennes;1350;1
59114;Bruille-Saint-Amand;1682;1
59115;Brunémont;710;0
59116;Bry;410;0
59117;Bugnicourt;1074;0
59118;Busigny;2435;1
59119;Buysscheure;590;0
59120;Caëstre;2006;3
59121;Cagnoncles;645;0
59122;Cambrai;31425;26
59123;Camphin-en-Carembault;1714;1
59124;Camphin-en-Pévèle;2501;1
59125;Cantaing-sur-Escaut;407;0
59126;Cantin;1770;1
59127;Capelle;137;0
59128;Capinghem;2474;2
59129;Cappelle-en-Pévèle;2262;1
59130;Cappelle-Brouck;1158;0
59131;Cappelle-la-Grande;7899;4
59132;Carnières;998;1
59133;Carnin;1076;3
59134;Cartignies;1260;1
59135;Cassel;2227;4
59136;Le Cateau-Cambrésis;6929;7
59137;Catillon-sur-Sambre;788;0
59138;Cattenières;684;0
59139;Caudry;14070;9
59140;Caullery;460;0
59141;Cauroir;571;0
59142;Cerfontaine;688;0
59143;La Chapelle-d'Armentières;8719;11
59144;Château-l'Abbaye;859;0
59145;Chemy;780;0
59146;Chéreng;3001;1
59147;Choisies;46;0
59148;Clairfayts;363;0
59149;Clary;1086;1
59150;Cobrieux;544;0
59151;Colleret;1573;1
59152;Comines;12671;15
59153;Condé-sur-l'Escaut;9396;6
59155;Coudekerque-Branche;20765;12
59156;Courchelettes;2881;0
59157;Cousolre;2169;2
59158;Coutiches;3246;4
59159;Craywick;749;0
59160;Crespin;4515;1
59161;Crèvecœur-sur-l'Escaut;729;0
59162;Crochte;656;0
59163;Croix;20778;19
59164;Croix-Caluyau;239;0
59165;Cuincy;6472;8
59166;Curgies;1347;1
59167;Cuvillers;197;0
59168;Cysoing;4722;10
59169;Damousies;206;0
59170;Dechy;5351;9
59171;Dehéries;40;0
59172;Denain;20640;28
59173;Deûlémont;1819;1
59174;Dimechaux;326;0
59175;Dimont;303;0
59176;Doignies;320;0
59177;Dompierre-sur-Helpe;859;1
59178;Douai;39648;39
59179;Douchy-les-Mines;10207;11
59180;Le Doulieu;1454;1
59181;Dourlers;539;0
59182;Drincham;278;0
59183;Dunkerque;86788;88
59184;Ebblinghem;658;3
59185;Écaillon;1910;1
59186;Eccles;88;0
59187;Éclaibes;265;0
59188;Écuélin;141;0
59189;Eecke;1221;0
59190;Élesmes;992;0
59191;Élincourt;631;0
59192;Émerchicourt;822;0
59193;Emmerin;3053;3
59194;Englefontaine;1281;4
59195;Englos;614;0
59196;Ennetières-en-Weppes;1293;1
59197;Ennevelin;2356;2
59198;Eppe-Sauvage;234;0
59199;Erchin;681;0
59200;Eringhem;481;0
59201;Erquinghem-le-Sec;602;0
59202;Erquinghem-Lys;5356;5
59203;Erre;1574;1
59204;Escarmain;480;0
59205;Escaudain;9253;1
59206;Escaudœuvres;3204;5
59207;Escautpont;4152;0
59208;Escobecques;303;0
59209;Esnes;674;0
59210;Esquelbecq;2134;3
59211;Esquerchin;901;1
59212;Estaires;6496;6
59213;Estourmel;455;0
59214;Estrées;1116;0
59215;Estreux;952;0
59216;Eswars;356;0
59217;Eth;341;0
59218;Étrœungt;1273;2
59219;Estrun;719;0
59220;Faches-Thumesnil;18110;18
59221;Famars;2475;4
59222;Faumont;2251;2
59223;Le Favril;503;0
59224;Féchain;1658;3
59225;Feignies;6752;3
59226;Felleries;1455;1
59227;Fenain;5529;3
59228;Férin;1447;1
59229;Féron;527;0
59230;Ferrière-la-Grande;5202;3
59231;Ferrière-la-Petite;1062;1
59232;La Flamengrie;435;0
59233;Flaumont-Waudrechies;351;0
59234;Flers-en-Escrebieux;5642;10
59236;Flesquières;263;0
59237;Flêtre;969;0
59238;Flines-lès-Mortagne;1649;0
59239;Flines-lez-Raches;5610;5
59240;Floursies;127;0
59241;Floyon;512;0
59242;Fontaine-au-Bois;695;0
59243;Fontaine-au-Pire;1213;0
59244;Fontaine-Notre-Dame;1763;2
59246;Forest-en-Cambrésis;566;0
59247;Forest-sur-Marque;1659;2
59249;Fourmies;11456;6
59250;Fournes-en-Weppes;2190;2
59251;Frasnoy;379;0
59252;Frelinghien;2581;2
59253;Fresnes-sur-Escaut;7486;6
59254;Fressain;893;0
59255;Fressies;572;0
59256;Fretin;3227;3
59257;Fromelles;1076;1
59258;Genech;2825;3
59259;Ghissignies;498;0
59260;Ghyvelde;4119;1
59261;Glageon;1739;0
59262;Godewaersvelde;2053;2
59263;Gœulzin;1042;0
59264;Gognies-Chaussée;727;0
59265;Gommegnies;2300;2
59266;Gondecourt;4050;5
59267;Gonnelieu;289;0
59268;La Gorgue;5599;11
59269;Gouzeaucourt;1454;3
59270;Grand-Fayt;475;1
59271;Grande-Synthe;20331;14
59272;Grand-Fort-Philippe;4977;3
59273;Gravelines;11223;9
59274;La Groise;475;0
59275;Gruson;1237;3
59276;Guesnain;4656;3
59277;Gussignies;347;0
59278;Hallennes-lez-Haubourdin;4718;2
59279;Halluin;20829;22
59280;Hamel;775;0
59281;Hantay;1259;0
59282;Hardifort;395;0
59283;Hargnies;626;0
59284;Hasnon;3874;4
59285;Haspres;2642;3
59286;Haubourdin;14757;13
59287;Haucourt-en-Cambrésis;191;0
59288;Haulchin;2320;3
59289;Haussy;1492;1
59290;Haut-Lieu;386;0
59291;Hautmont;14182;14
59292;Haveluy;3250;1
59293;Haverskerque;1401;2
59294;Haynecourt;307;0
59295;Hazebrouck;21498;21
59296;Hecq;351;0
59297;Hélesmes;1921;1
59299;Hem;18713;33
59300;Hem-Lenglet;549;0
59301;Hergnies;4463;3
59302;Hérin;4129;2
59303;Herlies;2323;3
59304;Herrin;423;0
59305;Herzeele;1634;3
59306;Hestrud;296;0
59307;Holque;871;0
59308;Hondeghem;913;0
59309;Hondschoote;4026;3
59310;Hon-Hergies;866;0
59311;Honnechy;576;0
59312;Honnecourt-sur-Escaut;734;1
59313;Hordain;1440;1
59314;Hornaing;3535;1
59315;Houdain-lez-Bavay;901;0
59316;Houplin-Ancoisne;3275;4
59317;Houplines;7897;6
59318;Houtkerque;985;0
59319;Hoymille;3173;2
59320;Illies;1664;0
59321;Inchy;635;1
59322;Iwuy;3343;4
59323;Jenlain;1159;1
59324;Jeumont;10342;10
59325;Jolimetz;858;1
59326;Killem;1181;0
59327;Lallaing;6250;7
59328;Lambersart;27121;44
59329;Lambres-lez-Douai;4926;17
59330;Landas;2447;5
59331;Landrecies;3435;5
59332;Lannoy;1800;3
59333;Larouillies;248;0
59334;Lauwin-Planque;1582;0
59335;Lecelles;3004;3
59336;Lécluse;1361;3
59337;Lederzeele;692;1
59338;Ledringhem;629;0
59339;Leers;9588;7
59340;Leffrinckoucke;4124;2
59341;Lesdain;442;0
59342;Lez-Fontaine;227;0
59343;Lesquin;9241;10
59344;Leval;2491;0
59345;Lewarde;2403;4
59346;Lezennes;3019;4
59347;Liessies;531;0
59348;Lieu-Saint-Amand;1461;1
59349;Ligny-en-Cambrésis;1901;2
59350;Lille;236710;303
59351;Limont-Fontaine;539;0
59352;Linselles;8192;10
59353;Locquignol;299;0
59354;Loffre;714;0
59356;Lompret;2182;3
59357;La Longueville;2065;1
59358;Looberghe;1206;0
59359;Loon-Plage;6039;4
59360;Loos;23013;22
59361;Lourches;3814;3
59363;Louvignies-Quesnoy;912;2
59364;Louvil;895;1
59365;Louvroil;6357;1
59366;Lynde;778;0
59367;Lys-lez-Lannoy;13793;11
59368;La Madeleine;22488;32
59369;Maing;4004;4
59370;Mairieux;699;0
59371;Le Maisnil;628;0
59372;Malincourt;476;0
59374;Marbaix;469;0
59375;Marchiennes;4539;3
59377;Marcoing;1888;1
59378;Marcq-en-Barœul;39356;46
59379;Marcq-en-Ostrevent;762;0
59381;Maresches;808;1
59382;Maretz;1417;1
59383;Marly;12024;14
59384;Maroilles;1441;1
59385;Marpent;2654;1
59386;Marquette-lez-Lille;11213;9
59387;Marquette-en-Ostrevant;1931;2
59388;Marquillies;1982;3
59389;Masnières;2772;2
59390;Masny;4056;4
59391;Mastaing;889;0
59392;Maubeuge;29066;28
59393;Maulde;981;0
59394;Maurois;406;0
59395;Mazinghien;288;0
59396;Mecquignies;705;0
59397;Merckeghem;614;0
59398;Mérignies;3360;3
59399;Merris;1049;0
59400;Merville;9652;6
59401;Méteren;2256;3
59402;Millam;848;0
59403;Millonfosse;711;0
59405;Mœuvres;489;0
59406;Monceau-Saint-Waast;429;0
59407;Monchaux-sur-Écaillon;561;0
59408;Moncheaux;1703;0
59409;Monchecourt;2501;1
59410;Mons-en-Barœul;21467;15
59411;Mons-en-Pévèle;2089;3
59412;Montay;274;0
59413;Montigny-en-Cambrésis;554;0
59414;Montigny-en-Ostrevent;4681;3
59415;Montrécourt;225;0
59416;Morbecque;2509;1
59418;Mortagne-du-Nord;1584;4
59419;Mouchin;1441;4
59420;Moustier-en-Fagne;60;0
59421;Mouvaux;13173;15
59422;Naves;626;0
59423;Neuf-Berquin;1403;0
59424;Neuf-Mesnil;1305;1
59425;Neuville-en-Avesnois;302;0
59426;Neuville-en-Ferrain;10160;8
59427;La Neuville;620;1
59428;Neuville-Saint-Rémy;3912;2
59429;Neuville-sur-Escaut;2757;2
59430;Neuvilly;1093;0
59431;Nieppe;7606;9
59432;Niergnies;512;0
59433;Nieurlet;903;0
59434;Nivelle;1379;0
59435;Nomain;2585;3
59436;Noordpeene;800;0
59437;Noyelles-lès-Seclin;845;0
59438;Noyelles-sur-Escaut;814;0
59439;Noyelles-sur-Sambre;278;0
59440;Noyelles-sur-Selle;673;0
59441;Obies;649;0
59442;Obrechies;273;0
59443;Ochtezeele;375;0
59444;Odomez;927;0
59445;Ohain;1188;0
59446;Oisy;690;0
59447;Onnaing;8719;7
59448;Oost-Cappel;472;0
59449;Orchies;8455;14
59450;Ors;638;0
59451;Orsinval;558;0
59452;Ostricourt;5829;5
59453;Oudezeele;684;0
59454;Oxelaëre;528;0
59455;Paillencourt;1015;1
59456;Pecquencourt;6232;4
59457;Pérenchies;8519;9
59458;Péronne-en-Mélantois;1004;0
59459;Petite-Forêt;5058;6
59461;Petit-Fayt;294;0
59462;Phalempin;4849;7
59463;Pitgam;976;1
59464;Poix-du-Nord;2185;1
59465;Pommereuil;792;0
59466;Pont-à-Marcq;2883;7
59467;Pont-sur-Sambre;2410;2
59468;Potelle;441;0
59469;Pradelles;410;0
59470;Prémesques;2060;1
59471;Préseau;2065;2
59472;Preux-au-Bois;838;1
59473;Preux-au-Sart;304;0
59474;Prisches;1043;2
59475;Prouvy;2173;1
59476;Proville;3128;2
59477;Provin;4469;3
59478;Quaëdypre;1121;0
59479;Quarouble;3131;3
59480;Quérénaing;861;0
59481;Le Quesnoy;4852;8
59482;Quesnoy-sur-Deûle;6920;7
59483;Quiévelon;137;0
59484;Quiévrechain;6208;10
59485;Quiévy;1801;0
59486;Râches;2660;2
59487;Radinghem-en-Weppes;1393;1
59488;Raillencourt-Sainte-Olle;2128;2
59489;Raimbeaucourt;4015;4
59490;Rainsars;188;0
59491;Raismes;12055;12
59492;Ramillies;596;0
59493;Ramousies;227;0
59494;Raucourt-au-Bois;154;0
59495;Recquignies;2420;1
59496;Rejet-de-Beaulieu;232;0
59497;Renescure;2128;2
59498;Reumont;343;0
59499;Rexpoëde;1992;2
59500;Ribécourt-la-Tour;376;0
59501;Rieulay;1243;1
59502;Rieux-en-Cambrésis;1438;0
59503;Robersart;204;0
59504;Rœulx;3779;6
59505;Rombies-et-Marchipont;750;0
59506;Romeries;476;0
59507;Ronchin;19437;14
59508;Roncq;13784;13
59509;Roost-Warendin;5976;5
59511;Rosult;1973;6
59512;Roubaix;98892;115
59513;Roucourt;457;0
59514;Rousies;4043;3
59515;Rouvignies;657;0
59516;Rubrouck;919;0
59517;Les Rues-des-Vignes;748;2
59518;Ruesnes;455;0
59519;Rumegies;1740;2
59520;Rumilly-en-Cambrésis;1429;4
59521;Sailly-lez-Cambrai;422;0
59522;Sailly-lez-Lannoy;1949;1
59523;Sainghin-en-Mélantois;2848;5
59524;Sainghin-en-Weppes;5641;8
59525;Sains-du-Nord;2779;4
59526;Saint-Amand-les-Eaux;15980;26
59527;Saint-André-lez-Lille;12942;16
59528;Saint-Aubert;1561;2
59529;Saint-Aubin;347;0
59530;Saint-Aybert;332;0
59531;Saint-Benin;339;0
59532;Saint-Georges-sur-l'Aa;296;0
59533;Saint-Hilaire-lez-Cambrai;1555;1
59534;Saint-Hilaire-sur-Helpe;800;0
59535;Saint-Jans-Cappel;1642;1
59536;Sainte-Marie-Cappel;857;0
59537;Saint-Martin-sur-Écaillon;500;0
59538;Saint-Momelin;418;0
59539;Saint-Pierre-Brouck;984;0
59541;Saint-Python;999;0
59542;Saint-Remy-Chaussée;486;0
59543;Saint-Remy-du-Nord;1070;0
59544;Saint-Saulve;11117;16
59545;Saint-Souplet;1203;2
59546;Saint-Sylvestre-Cappel;1154;0
59547;Saint-Vaast-en-Cambrésis;860;1
59548;Saint-Waast;658;0
59549;Salesches;329;0
59550;Salomé;3051;2
59551;Saméon;1738;1
59552;Sancourt;194;0
59553;Santes;5660;4
59554;Sars-et-Rosières;617;0
59555;Sars-Poteries;1420;2
59556;Sassegnies;260;0
59557;Saultain;2553;1
59558;Saulzoir;1679;2
59559;Sebourg;1977;3
59560;Seclin;12834;10
59562;Sémeries;533;0
59563;Semousies;232;0
59564;La Sentinelle;3143;0
59565;Sepmeries;649;0
59566;Sequedin;4762;4
59567;Séranvillers-Forenville;415;0
59568;Sercus;484;0
59569;Sin-le-Noble;15603;14
59570;Socx;890;1
59571;Solesmes;4249;8
59572;Solre-le-Château;1776;3
59573;Solrinnes;143;0
59574;Somain;11790;11
59575;Sommaing;398;0
59576;Spycker;1752;3
59577;Staple;693;0
59578;Steenbecque;1650;2
59579;Steene;1365;1
59580;Steenvoorde;4324;7
59581;Steenwerck;3540;5
59582;Strazeele;946;0
59583;Taisnières-en-Thiérache;476;0
59584;Taisnières-sur-Hon;962;0
59585;Templemars;3635;4
59586;Templeuve-en-Pévèle;6705;8
59587;Terdeghem;518;0
59588;Téteghem-Coudekerque-Village;8384;5
59589;Thiant;3011;2
59590;Thiennes;916;0
59591;Thivencelle;824;0
59592;Thumeries;4029;4
59593;Thun-l'Évêque;767;0
59594;Thun-Saint-Amand;1110;0
59595;Thun-Saint-Martin;541;0
59596;Tilloy-lez-Marchiennes;528;0
59597;Tilloy-lez-Cambrai;696;0
59598;Toufflers;3910;3
59599;Tourcoing;99011;106
59600;Tourmignies;947;3
59601;Trélon;2679;1
59602;Tressin;1395;0
59603;Trith-Saint-Léger;6124;3
59604;Troisvilles;809;0
59605;Uxem;1497;1
59606;Valenciennes;42991;46
59607;Vendegies-au-Bois;484;0
59608;Vendegies-sur-Écaillon;1118;1
59609;Vendeville;1546;1
59610;Verchain-Maugré;1102;0
59611;Verlinghem;2673;3
59612;Vertain;513;0
59613;Vicq;1473;1
59614;Viesly;1379;1
59615;Vieux-Berquin;2649;3
59616;Vieux-Condé;10446;11
59617;Vieux-Mesnil;637;0
59618;Vieux-Reng;907;0
59619;Villereau;1057;1
59620;Villers-au-Tertre;667;0
59622;Villers-en-Cauchies;1161;0
59623;Villers-Guislain;680;1
59624;Villers-Outréaux;2156;1
59625;Villers-Plouich;389;0
59626;Villers-Pol;1262;1
59627;Villers-Sire-Nicole;1006;1
59628;Volckerinckhove;560;0
59629;Vred;1311;0
59630;Wahagnies;2605;3
59631;Walincourt-Selvigny;2112;2
59632;Wallers;5598;7
59633;Wallers-en-Fagne;280;0
59634;Wallon-Cappel;788;2
59635;Wambaix;368;0
59636;Wambrechies;10798;13
59637;Wandignies-Hamage;1318;0
59638;Wannehain;1331;0
59639;Wargnies-le-Grand;1101;1
59640;Wargnies-le-Petit;780;0
59641;Warhem;2022;0
59642;Warlaing;594;0
59643;Warneton;234;0
59645;Wasnes-au-Bac;587;0
59646;Wasquehal;20836;12
59647;Watten;2577;4
59648;Wattignies;15531;17
59649;Wattignies-la-Victoire;241;0
59650;Wattrelos;40836;36
59651;Wavrechain-sous-Denain;1616;0
59652;Wavrechain-sous-Faulx;424;0
59653;Wavrin;7773;8
59654;Waziers;7354;1
59655;Wemaers-Cappel;237;0
59656;Wervicq-Sud;5299;4
59657;West-Cappel;636;0
59658;Wicres;544;0
59659;Wignehies;2821;2
59660;Willems;2996;5
59661;Willies;131;0
59662;Winnezeele;1300;0
59663;Wormhout;5705;3
59664;Wulverdinghe;327;0
59665;Wylder;301;0
59666;Zegerscappel;1536;1
59667;Zermezeele;238;0
59668;Zuydcoote;1580;1
59669;Zuytpeene;527;0
59670;Don;1412;4
60001;Abancourt;594;0
60002;Abbecourt;846;1
60003;Abbeville-Saint-Lucien;510;0
60004;Achy;404;0
60005;Acy-en-Multien;867;1
60006;Les Ageux;1145;0
60007;Agnetz;3055;0
60008;Airion;363;0
60009;Allonne;1708;3
60010;Amblainville;1757;1
60011;Amy;416;0
60012;Andeville;3380;2
60013;Angicourt;1354;0
60014;Angivillers;162;0
60015;Angy;1139;0
60016;Ansacq;271;0
60017;Ansauvillers;1163;1
60019;Antheuil-Portes;413;0
60020;Antilly;266;0
60021;Appilly;517;0
60022;Apremont;640;0
60023;Armancourt;535;0
60024;Arsy;801;0
60025;Attichy;1853;0
60026;Auchy-la-Montagne;569;0
60027;Auger-Saint-Vincent;526;0
60028;Aumont-en-Halatte;529;0
60029;Auneuil;2875;3
60030;Auteuil;553;0
60031;Autheuil-en-Valois;262;0
60032;Autrêches;713;0
60033;Avilly-Saint-Léonard;879;0
60034;Avrechy;1162;0
60035;Avricourt;241;0
60036;Avrigny;391;0
60037;Babœuf;511;0
60039;Bacouël;482;0
60040;Bailleul-le-Soc;644;0
60041;Bailleul-sur-Thérain;2323;2
60042;Bailleval;1472;0
60043;Bailly;609;0
60044;Balagny-sur-Thérain;1649;1
60045;Barbery;547;0
60046;Bargny;336;0
60047;Baron;752;0
60048;Baugy;282;0
60049;Bazancourt;103;0
60050;Bazicourt;352;0
60051;Beaudéduit;173;0
60052;Beaugies-sous-Bois;99;0
60053;Beaulieu-les-Fontaines;578;1
60054;Beaumont-les-Nonains;878;0
60055;Beaurains-lès-Noyon;338;0
60056;Beaurepaire;65;0
60057;Beauvais;56677;50
60058;Beauvoir;208;0
60059;Béhéricourt;198;0
60060;Belle-Église;690;0
60061;Belloy;76;0
60062;Berlancourt;312;0
60063;Berneuil-en-Bray;808;0
60064;Berneuil-sur-Aisne;961;0
60065;Berthecourt;1595;0
60066;Béthancourt-en-Valois;198;0
60067;Béthisy-Saint-Martin;989;0
60068;Béthisy-Saint-Pierre;3135;4
60069;Betz;1121;1
60070;Bienville;453;0
60071;Biermont;173;0
60072;Bitry;314;0
60073;Blacourt;560;0
60074;Blaincourt-lès-Précy;1193;0
60075;Blancfossé;142;0
60076;Blargies;511;0
60077;Blicourt;355;0
60078;Blincourt;119;0
60079;Boissy-Fresnoy;968;0
60081;Bonlier;472;0
60082;Bonneuil-les-Eaux;774;0
60083;Bonneuil-en-Valois;977;0
60084;Bonnières;189;0
60085;Bonvillers;195;0
60086;Boran-sur-Oise;2127;1
60087;Borest;344;0
60088;Bornel;4785;3
60089;Boubiers;393;0
60090;Bouconvillers;439;0
60091;Bouillancy;422;0
60092;Boullarre;207;0
60093;Boulogne-la-Grasse;461;0
60094;Boursonne;310;0
60095;Boury-en-Vexin;343;0
60097;Boutencourt;212;0
60098;Bouvresse;164;0
60099;Braisnes-sur-Aronde;175;0
60100;Brasseuse;113;0
60101;Brégy;649;0
60102;Brenouille;2065;2
60103;Bresles;3993;4
60104;Breteuil;4156;13
60105;Brétigny;431;0
60106;Breuil-le-Sec;2586;5
60107;Breuil-le-Vert;3139;1
60108;Briot;293;0
60109;Brombos;251;0
60110;Broquiers;245;0
60111;Broyes;148;0
60112;Brunvillers-la-Motte;354;0
60113;Bucamps;205;0
60114;Buicourt;148;0
60115;Bulles;873;2
60116;Bury;2913;4
60117;Bussy;304;0
60118;Caisnes;507;0
60119;Cambronne-lès-Ribécourt;1898;0
60120;Cambronne-lès-Clermont;1211;0
60121;Campagne;159;0
60122;Campeaux;487;0
60123;Campremy;484;0
60124;Candor;317;0
60125;Canly;746;0
60126;Cannectancourt;515;0
60127;Canny-sur-Matz;405;0
60128;Canny-sur-Thérain;223;0
60129;Carlepont;1438;0
60130;Catenoy;1054;0
60131;Catheux;103;0
60132;Catigny;183;0
60133;Catillon-Fumechon;539;0
60134;Cauffry;2654;0
60135;Cauvigny;1630;1
60136;Cempuis;490;0
60137;Cernoy;291;0
60138;Chamant;1031;1
60139;Chambly;9980;4
60140;Chambors;306;0
60141;Chantilly;10652;19
60142;La Chapelle-en-Serval;3120;6
60143;Chaumont-en-Vexin;3346;2
60144;Chavençon;167;0
60145;Chelles;473;0
60146;Chepoix;473;0
60147;Chevincourt;779;0
60148;Chèvreville;409;0
60149;Chevrières;2005;1
60150;Chiry-Ourscamp;1143;0
60151;Choisy-au-Bac;3322;4
60152;Choisy-la-Victoire;243;0
60153;Choqueuse-les-Bénards;102;0
60154;Cinqueux;1617;2
60155;Cires-lès-Mello;3989;3
60156;Clairoix;2232;4
60157;Clermont;10475;8
60158;Coivrel;242;0
60159;Compiègne;40394;43
60160;Conchy-les-Pots;742;2
60161;Conteville;71;0
60162;Corbeil-Cerf;306;0
60163;Cormeilles;400;0
60164;Le Coudray-Saint-Germer;844;0
60165;Le Coudray-sur-Thelle;532;0
60166;Coudun;1059;3
60167;Couloisy;592;0
60168;Courcelles-Epayelles;214;0
60169;Courcelles-lès-Gisors;810;0
60170;Courteuil;573;0
60171;Courtieux;177;0
60172;Coye-la-Forêt;3950;4
60173;Cramoisy;807;0
60174;Crapeaumesnil;216;0
60175;Creil;36106;33
60176;Crépy-en-Valois;14217;12
60177;Cressonsacq;440;0
60178;Crèvecœur-le-Grand;3462;6
60179;Crèvecœur-le-Petit;156;0
60180;Crillon;493;0
60181;Crisolles;914;0
60182;Le Crocq;178;0
60183;Croissy-sur-Celle;241;0
60184;Croutoy;205;0
60185;Crouy-en-Thelle;1108;0
60186;Cuignières;259;0
60187;Cuigy-en-Bray;969;0
60188;Cuise-la-Motte;2161;6
60189;Cuts;961;0
60190;Cuvergnon;304;0
60191;Cuvilly;622;0
60192;Cuy;219;0
60193;Daméraucourt;202;0
60194;Dargies;244;0
60195;Delincourt;520;0
60196;La Drenne;1058;0
60197;Dieudonné;945;0
60198;Dives;384;0
60199;Doméliers;254;0
60200;Domfront;318;0
60201;Dompierre;237;0
60203;Duvy;424;0
60204;Écuvilly;301;0
60205;Élencourt;49;0
60206;Élincourt-Sainte-Marguerite;898;0
60207;Éméville;285;0
60208;Énencourt-Léage;119;0
60209;La Corne-en-Vexin;544;0
60210;Épineuse;275;0
60211;Éragny-sur-Epte;596;0
60212;Ercuis;1616;0
60213;Ermenonville;947;1
60214;Ernemont-Boutavent;189;0
60215;Erquery;595;0
60216;Erquinvillers;185;0
60217;Escames;217;0
60218;Esches;1643;0
60219;Escles-Saint-Pierre;173;0
60220;Espaubourg;503;0
60221;Esquennoy;727;0
60222;Essuiles;535;0
60223;Estrées-Saint-Denis;3693;6
60224;Étavigny;168;0
60225;Étouy;826;0
60226;Ève;419;0
60227;Évricourt;224;0
60228;Fay-les-Étangs;468;0
60229;Le Fayel;232;0
60230;Le Fay-Saint-Quentin;524;0
60231;Feigneux;436;0
60232;Ferrières;457;0
60233;Feuquières;1355;0
60234;Fitz-James;2578;2
60235;Flavacourt;670;0
60236;Flavy-le-Meldeux;222;0
60237;Fléchy;87;0
60238;Fleurines;1827;1
60239;Fleury;581;0
60240;Fontaine-Bonneleau;234;0
60241;Fontaine-Chaalis;328;0
60242;Fontaine-Lavaganne;504;0
60243;Fontaine-Saint-Lucien;175;0
60244;Fontenay-Torcy;147;0
60245;Formerie;2105;3
60247;Fouilleuse;145;0
60248;Fouilloy;218;0
60249;Foulangues;195;0
60250;Fouquenies;413;0
60251;Fouquerolles;288;0
60252;Fournival;524;0
60253;Francastel;498;0
60254;Francières;547;0
60255;Fréniches;329;0
60256;Montchevreuil;1328;0
60257;Fresne-Léguillon;440;0
60258;Fresnières;159;0
60259;Fresnoy-en-Thelle;877;0
60260;Fresnoy-la-Rivière;675;0
60261;Fresnoy-le-Luat;542;0
60262;Le Frestoy-Vaux;237;0
60263;Frétoy-le-Château;264;0
60264;Frocourt;516;0
60265;Froissy;972;3
60267;Le Gallet;164;0
60268;Gannes;346;0
60269;Gaudechart;346;0
60270;Genvry;332;0
60271;Gerberoy;82;0
60272;Gilocourt;634;0
60273;Giraumont;527;0
60274;Glaignes;371;0
60275;Glatigny;219;0
60276;Godenvillers;204;0
60277;Goincourt;1571;1
60278;Golancourt;406;0
60279;Gondreville;200;0
60280;Gourchelles;106;0
60281;Gournay-sur-Aronde;537;0
60282;Gouvieux;8924;8
60283;Gouy-les-Groseillers;16;0
60284;Grandfresnoy;1802;2
60285;Grandvillers-aux-Bois;302;0
60286;Grandvilliers;2786;5
60287;Grandrû;364;0
60288;Grémévillers;477;0
60289;Grez;266;0
60290;Guignecourt;386;0
60291;Guiscard;1776;2
60292;Gury;234;0
60293;Hadancourt-le-Haut-Clocher;377;0
60294;Hainvillers;85;0
60295;Halloy;441;0
60296;Hannaches;133;0
60297;Le Hamel;189;0
60298;Hanvoile;651;0
60299;Hardivillers;539;0
60301;Haucourt;131;0
60302;Haudivillers;775;0
60303;Hautbos;194;0
60304;Haute-Épine;271;0
60305;Hautefontaine;343;0
60306;Hécourt;153;0
60307;Heilles;655;0
60308;Hémévillers;467;0
60309;Hénonville;902;0
60310;Herchies;601;0
60311;La Hérelle;238;0
60312;Héricourt-sur-Thérain;112;0
60313;Hermes;2498;1
60314;Hétomesnil;332;0
60315;Hodenc-en-Bray;488;0
60316;Hodenc-l'Évêque;233;0
60317;Hondainville;727;0
60318;Houdancourt;662;0
60319;La Houssoye;601;0
60320;Ivors;256;0
60321;Ivry-le-Temple;854;0
60322;Jaméricourt;316;0
60323;Janville;641;0
60324;Jaulzy;864;0
60325;Jaux;2264;1
60326;Jonquières;596;0
60327;Jouy-sous-Thelle;1058;2
60328;Juvignies;299;0
60329;Laberlière;202;0
60330;Laboissière-en-Thelle;1335;0
60331;Labosse;448;0
60332;Labruyère;712;0
60333;Lachapelle-aux-Pots;1576;2
60334;Lachapelle-Saint-Pierre;836;0
60335;Lachapelle-sous-Gerberoy;154;0
60336;Lachaussée-du-Bois-d'Écu;187;0
60337;Lachelle;793;0
60338;Lacroix-Saint-Ouen;4978;7
60339;Lafraye;354;0
