Insee - Statistiques locales; ; ; 
Référentiel géographique : France par commune; ; ; 
Code;Nom;Population municipale 2021;Médecin généraliste (en nombre) 2021
10200;La Loge-aux-Chèvres;95;0
10201;La Loge-Pomblin;64;0
10202;Les Loges-Margueron;216;0
10203;Longchamp-sur-Aujon;367;0
10204;Longeville-sur-Mogne;140;0
10205;Longpré-le-Sec;77;0
10206;Longsols;132;0
10207;Longueville-sur-Aube;129;0
10208;La Louptière-Thénard;290;0
10209;Lusigny-sur-Barse;2244;3
10210;Luyères;461;0
10211;Macey;990;0
10212;Machy;111;0
10213;Magnant;162;0
10214;Magnicourt;88;0
10215;Magny-Fouchard;261;0
10216;Mailly-le-Camp;2021;1
10217;Maison-des-Champs;34;0
10218;Maisons-lès-Chaource;169;0
10219;Maisons-lès-Soulaines;70;0
10220;Maizières-la-Grande-Paroisse;1513;0
10221;Maizières-lès-Brienne;159;0
10222;Maraye-en-Othe;430;0
10223;Marcilly-le-Hayer;719;0
10224;Marigny-le-Châtel;1756;4
10225;Marnay-sur-Seine;235;0
10226;Marolles-lès-Bailly;115;0
10227;Marolles-sous-Lignières;352;0
10228;Mathaux;205;0
10229;Maupas;101;0
10230;Mergey;671;0
10231;Le Mériot;623;0
10232;Merrey-sur-Arce;325;0
10233;Méry-sur-Seine;1465;3
10234;Mesgrigny;265;0
10235;Mesnil-la-Comtesse;53;0
10236;Mesnil-Lettre;58;0
10237;Mesnil-Saint-Loup;588;0
10238;Mesnil-Saint-Père;438;0
10239;Mesnil-Sellières;583;0
10240;Messon;469;0
10241;Metz-Robert;58;0
10242;Meurville;155;0
10243;Molins-sur-Aube;103;0
10245;Montaulin;811;0
10246;Montceaux-lès-Vaudes;251;0
10247;Montfey;116;0
10248;Montgueux;390;0
10249;Montiéramey;404;0
10250;Montier-en-l'Isle;220;0
10251;Montigny-les-Monts;253;0
10252;Montmartin-le-Haut;62;0
10253;Montmorency-Beaufort;148;0
10254;Montpothier;333;0
10255;Montreuil-sur-Barse;288;0
10256;Montsuzain;400;0
10257;Morembert;29;0
10258;Morvilliers;272;0
10259;La Motte-Tilly;365;0
10260;Moussey;658;0
10261;Mussy-sur-Seine;975;1
10262;Neuville-sur-Seine;389;0
10263;Neuville-sur-Vanne;458;0
10264;Noé-les-Mallets;108;0
10265;Les Noës-près-Troyes;3267;3
10266;Nogent-en-Othe;45;0
10267;Nogent-sur-Aube;304;2
10268;Nogent-sur-Seine;5809;1
10269;Nozay;153;0
10270;Onjon;262;0
10271;Origny-le-Sec;600;0
10272;Ormes;174;0
10273;Ortillon;23;0
10274;Orvilliers-Saint-Julien;311;0
10275;Ossey-les-Trois-Maisons;597;0
10276;Paisy-Cosdon;333;0
10278;Pargues;138;0
10279;Pars-lès-Chavanges;46;0
10280;Pars-lès-Romilly;823;0
10281;Le Pavillon-Sainte-Julie;282;0
10282;Payns;1384;0
10283;Pel-et-Der;128;0
10284;Périgny-la-Rose;153;0
10285;Perthes-lès-Brienne;65;0
10286;Petit-Mesnil;202;0
10287;Piney;1447;6
10288;Plaines-Saint-Lange;263;0
10289;Plancy-l'Abbaye;966;1
10290;Planty;231;0
10291;Plessis-Barbuise;179;0
10293;Poivres;158;0
10294;Poligny;59;0
10295;Polisot;323;0
10296;Polisy;179;0
10297;Pont-Sainte-Marie;5143;7
10298;Pont-sur-Seine;1156;1
10299;Pouan-les-Vallées;507;0
10300;Pougy;278;0
10301;Pouy-sur-Vannes;178;0
10302;Praslin;86;0
10303;Précy-Notre-Dame;72;0
10304;Précy-Saint-Martin;182;0
10305;Prémierfait;89;0
10306;Proverville;230;0
10307;Prugny;366;0
10308;Prunay-Belleville;216;0
10309;Prusy;92;0
10310;Puits-et-Nuisement;206;0
10312;Racines;171;0
10313;Radonvilliers;341;0
10314;Ramerupt;411;1
10315;Rances;45;0
10316;Rhèges;209;0
10317;Les Riceys;1197;2
10318;Rigny-la-Nonneuse;156;0
10319;Rigny-le-Ferron;321;0
10320;Rilly-Sainte-Syre;230;0
10321;La Rivière-de-Corps;3651;4
10323;Romilly-sur-Seine;14766;8
10324;Roncenay;168;0
10325;Rosières-près-Troyes;4749;5
10326;Rosnay-l'Hôpital;164;0
10327;La Rothière;118;0
10328;Rouilly-Sacey;388;0
10329;Rouilly-Saint-Loup;528;0
10330;Rouvres-les-Vignes;113;0
10331;Rumilly-lès-Vaudes;573;0
10332;Ruvigny;497;0
10333;Saint-André-les-Vergers;12775;10
10334;Saint-Aubin;588;0
10335;Saint-Benoist-sur-Vanne;233;0
10336;Saint-Benoît-sur-Seine;400;0
10337;Saint-Christophe-Dodinicourt;32;0
10338;Saint-Étienne-sous-Barbuise;177;0
10339;Saint-Flavy;295;0
10340;Saint-Germain;2348;1
10341;Saint-Hilaire-sous-Romilly;347;0
10342;Saint-Jean-de-Bonneval;403;0
10343;Saint-Julien-les-Villas;6745;5
10344;Saint-Léger-près-Troyes;911;0
10345;Saint-Léger-sous-Brienne;384;0
10346;Saint-Léger-sous-Margerie;50;0
10347;Saint-Loup-de-Buffigny;210;0
10348;Saint-Lupien;228;0
10349;Saint-Lyé;2870;4
10350;Saint-Mards-en-Othe;639;0
10351;Saint-Martin-de-Bossenay;357;0
10352;Sainte-Maure;1766;0
10353;Saint-Mesmin;898;1
10354;Saint-Nabord-sur-Aube;136;0
10355;Saint-Nicolas-la-Chapelle;69;0
10356;Saint-Oulph;318;0
10357;Saint-Parres-aux-Tertres;3201;2
10358;Saint-Parres-lès-Vaudes;1066;1
10359;Saint-Phal;513;0
10360;Saint-Pouange;994;0
10361;Saint-Remy-sous-Barbuise;250;0
10362;Sainte-Savine;10515;6
10363;Saint-Thibault;547;0
10364;Saint-Usage;70;0
10365;Salon;126;0
10366;Saulcy;63;0
10367;La Saulsotte;675;0
10368;Savières;1050;0
10369;Semoine;210;0
10370;Soligny-les-Étangs;251;0
10371;Sommeval;305;0
10372;Soulaines-Dhuys;419;1
10373;Souligny;372;0
10374;Spoy;149;0
10375;Thennelières;330;0
10376;Thieffrain;155;0
10377;Thil;109;0
10378;Thors;67;0
10379;Torcy-le-Grand;449;0
10380;Torcy-le-Petit;75;0
10381;Torvilliers;1042;0
10382;Traînel;1024;2
10383;Trancault;180;0
10384;Trannes;200;0
10386;Trouans;210;0
10387;Troyes;62782;53
10388;Turgy;42;0
10389;Unienville;109;0
10390;Urville;117;0
10391;Vailly;303;0
10392;Vallant-Saint-Georges;411;0
10393;Vallentigny;183;0
10394;Vallières;168;0
10395;Vanlay;290;0
10396;Vauchassis;499;0
10397;Vauchonvilliers;170;0
10398;Vaucogne;73;0
10399;Vaudes;722;0
10400;Vaupoisson;121;0
10401;Vendeuvre-sur-Barse;2287;1
10402;La Vendue-Mignot;243;0
10403;Vernonvilliers;54;0
10404;Verpillières-sur-Ource;110;0
10405;Verricourt;59;0
10406;Verrières;1854;0
10408;Viâpres-le-Petit;136;0
10409;Villacerf;603;0
10410;Villadin;103;0
10411;La Ville-aux-Bois;28;0
10412;Villechétif;947;0
10414;Villeloup;126;0
10416;Villemereuil;242;0
10417;Villemoiron-en-Othe;204;0
10418;Villemorien;200;0
10419;Villemoyenne;734;0
10420;Villenauxe-la-Grande;2645;3
10421;La Villeneuve-au-Châtelot;147;0
10422;Villeneuve-au-Chemin;187;0
10423;La Villeneuve-au-Chêne;403;0
10424;Villeret;64;0
10425;Villery;270;0
10426;Ville-sous-la-Ferté;905;0
10427;Ville-sur-Arce;201;0
10428;Ville-sur-Terre;99;0
10429;Villette-sur-Aube;250;0
10430;Villiers-Herbisse;83;0
10431;Villiers-le-Bois;102;0
10432;Villiers-sous-Praslin;69;0
10433;Villy-en-Trodes;254;0
10434;Villy-le-Bois;56;0
10435;Villy-le-Maréchal;189;0
10436;Vinets;181;0
10437;Virey-sous-Bar;597;1
10438;Vitry-le-Croisé;223;0
10439;Viviers-sur-Artaut;122;0
10440;Voigny;142;0
10441;Vosnon;234;0
10442;Voué;707;0
10443;Vougrey;42;0
10444;Vulaines;225;0
10445;Yèvres-le-Petit;53;0
11001;Aigues-Vives;543;0
11002;Airoux;176;0
11003;Ajac;199;0
11004;Alaigne;332;0
11005;Alairac;1364;1
11006;Albas;78;0
11007;Albières;115;0
11008;Alet-les-Bains;386;1
11009;Alzonne;1595;1
11010;Antugnac;281;0
11011;Aragon;470;0
11012;Argeliers;2142;4
11013;Argens-Minervois;353;0
11014;Armissan;1488;0
11015;Arques;259;0
11016;Arquettes-en-Val;79;0
11017;Artigues;74;0
11018;Arzens;1202;1
11019;Aunat;62;0
11020;Auriac;34;0
11021;Axat;497;3
11022;Azille;1132;2
11023;Badens;738;0
11024;Bages;779;0
11025;Bagnoles;312;0
11026;Baraigne;168;0
11027;Barbaira;789;0
11028;Belcaire;373;2
11029;Belcastel-et-Buc;61;0
11030;Belflou;111;0
11031;Belfort-sur-Rebenty;22;0
11032;Bellegarde-du-Razès;253;0
11033;Belpech;1342;2
11034;Belvèze-du-Razès;846;6
11035;Belvianes-et-Cavirac;249;0
11036;Belvis;159;0
11037;Berriac;936;0
11038;Bessède-de-Sault;51;0
11039;La Bezole;49;0
11040;Bizanet;1767;1
11041;Bize-Minervois;1258;3
11042;Blomac;245;0
11043;Bouilhonnac;219;0
11044;Bouisse;101;0
11045;Bouriège;147;0
11046;Bourigeole;55;0
11047;Le Bousquet;49;0
11048;Boutenac;731;0
11049;Bram;3239;5
11051;Brézilhac;180;0
11052;Brousses-et-Villaret;338;0
11053;Brugairolles;295;0
11054;Les Brunels;268;0
11055;Bugarach;240;0
11056;Cabrespine;173;0
11057;Cahuzac;27;0
11058;Cailhau;250;0
11059;Cailhavel;147;0
11060;Cailla;51;0
11061;Cambieure;318;0
11062;Campagna-de-Sault;19;0
11063;Campagne-sur-Aude;608;0
11064;Camplong-d'Aude;380;0
11065;Camps-sur-l'Agly;56;0
11066;Camurac;106;0
11067;Canet;1833;3
11068;Capendu;1470;2
11069;Carcassonne;46218;38
11070;Carlipa;338;0
11071;Cascastel-des-Corbières;219;0
11072;La Cassaigne;175;0
11073;Cassaignes;58;0
11074;Les Cassés;312;0
11075;Castans;131;0
11076;Castelnaudary;12448;11
11077;Castelnau-d'Aude;497;0
11078;Castelreng;206;0
11079;Caudebronde;217;0
11080;Val de Lambronne;161;0
11081;Caunes-Minervois;1581;2
11082;Caunette-sur-Lauquet;10;0
11083;Caunettes-en-Val;56;0
11084;Caux-et-Sauzens;1001;0
11085;Cavanac;986;0
11086;Caves;888;0
11087;Cazalrenoux;98;0
11088;Cazilhac;1643;4
11089;Cenne-Monestiés;410;0
11090;Cépie;609;0
11091;Chalabre;1144;2
11092;Citou;95;0
11093;Le Clat;28;0
11094;Clermont-sur-Lauquet;29;0
11095;Comigne;320;0
11096;Comus;32;0
11098;Conilhac-Corbières;900;0
11099;Conques-sur-Orbiel;2575;4
11100;Corbières;33;0
11101;Coudons;52;0
11102;Couffoulens;554;0
11103;Couiza;1127;2
11104;Counozouls;54;0
11105;Cournanel;685;0
11106;Coursan;5751;6
11107;Courtauly;79;0
11108;La Courtète;46;0
11109;Coustaussa;51;0
11110;Coustouge;115;0
11111;Cruscades;925;0
11112;Cubières-sur-Cinoble;80;0
11113;Cucugnan;116;0
11114;Cumiès;42;0
11115;Cuxac-Cabardès;935;1
11116;Cuxac-d'Aude;4061;2
11117;Davejean;131;0
11118;Dernacueillette;45;0
11119;La Digne-d'Amont;292;0
11120;La Digne-d'Aval;531;0
11121;Donazac;112;0
11122;Douzens;776;2
11123;Duilhac-sous-Peyrepertuse;148;0
11124;Durban-Corbières;648;2
11125;Embres-et-Castelmaure;151;0
11126;Escales;481;0
11127;Escouloubre;70;0
11128;Escueillens-et-Saint-Just-de-Bélengard;142;0
11129;Espéraza;1703;5
11130;Espezel;231;0
11131;Val-du-Faby;582;0
11132;Fabrezan;1257;2
11133;Fajac-en-Val;48;0
11134;Fajac-la-Relenque;51;0
11135;La Fajolle;12;0
11136;Fanjeaux;872;0
11137;Félines-Termenès;131;0
11138;Fendeille;568;0
11139;Fenouillet-du-Razès;75;0
11140;Ferrals-les-Corbières;1267;1
11141;Ferran;127;0
11142;Festes-et-Saint-André;189;0
11143;Feuilla;108;0
11144;Fitou;1122;1
11145;Fleury;3896;3
11146;Floure;418;0
11147;Fontanès-de-Sault;5;0
11148;Fontcouverte;567;0
11149;Fonters-du-Razès;76;0
11150;Fontiers-Cabardès;458;0
11151;Fontiès-d'Aude;554;0
11152;Fontjoncouse;135;0
11153;La Force;258;0
11154;Fournes-Cabardès;52;0
11155;Fourtou;79;0
11156;Fraisse-Cabardès;104;0
11157;Fraissé-des-Corbières;211;0
11158;Gaja-et-Villedieu;303;0
11159;Gaja-la-Selve;137;0
11160;Galinagues;33;0
11161;Gardie;128;0
11162;Generville;54;0
11163;Gincla;47;0
11164;Ginestas;1547;1
11165;Ginoles;301;0
11166;Gourvieille;73;0
11167;Gramazie;127;0
11168;Granès;109;0
11169;Greffeil;92;0
11170;Gruissan;5096;6
11172;Homps;600;0
11173;Hounoux;131;0
11174;Les Ilhes;59;0
11175;Issel;484;0
11176;Jonquières;51;0
11177;Joucou;31;0
11178;Labastide-d'Anjou;1271;2
11179;Labastide-en-Val;89;0
11180;Labastide-Esparbairenque;59;0
11181;Labécède-Lauragais;412;0
11182;Lacombe;179;0
11183;Ladern-sur-Lauquet;265;0
11184;Lafage;95;0
11185;Lagrasse;541;2
11186;Lairière;53;0
11187;Lanet;58;0
11188;La Palme;1784;1
11189;Laprade;111;0
11190;La Redorte;1254;1
11191;Laroque-de-Fa;144;0
11192;Lasbordes;803;0
11193;Lasserre-de-Prouille;286;0
11194;Lastours;153;0
11195;Laurabuc;390;0
11196;Laurac;181;0
11197;Lauraguel;615;0
11198;Laure-Minervois;1000;1
11199;Lavalette;1532;1
11200;Lespinassière;135;0
11201;Leuc;837;4
11202;Leucate;4550;5
11203;Lézignan-Corbières;10952;7
11204;Lignairolles;39;0
11205;Limousis;127;0
11206;Limoux;10302;13
11207;Loupia;247;0
11208;La Louvière-Lauragais;81;0
11209;Luc-sur-Aude;249;0
11210;Luc-sur-Orbieu;1146;1
11211;Magrie;538;0
11212;Mailhac;581;0
11213;Maisons;46;0
11214;Malras;431;0
11215;Malves-en-Minervois;871;0
11216;Malviès;364;0
11217;Marcorignan;1303;2
11218;Marquein;81;0
11219;Marsa;21;0
11220;Marseillette;700;1
11221;Les Martys;304;0
11222;Mas-Cabardès;175;0
11223;Mas-des-Cours;24;0
11224;Massac;26;0
11225;Mas-Saintes-Puelles;933;0
11226;Mayreville;84;0
11227;Mayronnes;42;0
11228;Mazerolles-du-Razès;151;0
11229;Mazuby;26;0
11230;Mérial;33;0
11231;Mézerville;97;0
11232;Miraval-Cabardès;50;0
11233;Mirepeisset;749;0
11234;Mireval-Lauragais;191;0
11235;Missègre;57;0
11236;Molandier;247;0
11238;Molleville;144;0
11239;Montauriol;82;0
11240;Montazels;547;0
11241;Montbrun-des-Corbières;339;0
11242;Montclar;173;0
11243;Montferrand;636;0
11244;Montfort-sur-Boulzane;89;0
11245;Montgaillard;37;0
11246;Montgradail;48;0
11247;Monthaut;38;0
11248;Montirat;68;0
11249;Montjardin;82;0
11250;Montjoi;38;0
11251;Val-de-Dagne;734;0
11252;Montmaur;335;0
11253;Montolieu;828;2
11254;Montréal;2048;1
11255;Montredon-des-Corbières;1480;3
11256;Montséret;628;0
11257;Monze;239;0
11258;Moussan;2066;0
11259;Moussoulens;996;0
11260;Mouthoumet;112;0
11261;Moux;711;1
11262;Narbonne;56395;67
11263;Nébias;258;0
11264;Névian;1280;0
11265;Niort-de-Sault;38;0
11266;Port-la-Nouvelle;5905;0
11267;Ornaisons;1102;0
11268;Orsans;107;0
11269;Ouveillan;2554;2
11270;Padern;142;0
11271;Palairac;32;0
11272;Palaja;2594;2
11273;Paraza;701;0
11274;Pauligne;368;0
11275;Payra-sur-l'Hers;207;0
11276;Paziols;523;0
11277;Pécharic-et-le-Py;29;0
11278;Pech-Luna;75;0
11279;Pennautier;2795;2
11280;Pépieux;1098;0
11281;Pexiora;1253;0
11282;Peyrefitte-du-Razès;54;0
11283;Peyrefitte-sur-l'Hers;77;0
11284;Peyrens;461;0
11285;Peyriac-de-Mer;1167;3
11286;Peyriac-Minervois;1160;0
11287;Peyrolles;88;0
11288;Pezens;1598;0
11289;Pieusse;962;0
11290;Plaigne;119;0
11291;Plavilla;131;0
11292;La Pomarède;179;0
11293;Pomas;954;0
11294;Pomy;53;0
11295;Portel-des-Corbières;1305;1
11296;Pouzols-Minervois;587;0
11297;Pradelles-Cabardès;154;0
11299;Preixan;633;0
11300;Puginier;154;0
11301;Puichéric;1190;0
11302;Puilaurens;268;0
11303;Puivert;428;0
11304;Quillan;3066;3
11305;Quintillan;53;0
11306;Quirbajou;50;0
11307;Raissac-d'Aude;246;0
11308;Raissac-sur-Lampy;465;0
11309;Rennes-le-Château;89;0
11310;Rennes-les-Bains;210;1
11311;Ribaute;265;0
11312;Ribouisse;106;0
11313;Ricaud;319;0
11314;Rieux-en-Val;84;0
11315;Rieux-Minervois;1975;3
11316;Rivel;215;0
11317;Rodome;103;0
11318;Roquecourbe-Minervois;131;0
11319;Roquefère;74;0
11320;Roquefeuil;288;0
11321;Roquefort-de-Sault;83;0
11322;Roquefort-des-Corbières;1021;0
11323;Roquetaillade-et-Conilhac;271;0
11324;Roubia;511;0
11325;Rouffiac-d'Aude;472;0
11326;Rouffiac-des-Corbières;72;0
11327;Roullens;545;0
11328;Routier;235;0
11330;Rustiques;512;0
11331;Saint-Amans;61;0
11332;Saint-André-de-Roquelongue;1385;2
11333;Saint-Benoît;106;0
11334;Sainte-Camelle;121;0
11335;Sainte-Colombe-sur-Guette;42;0
11336;Sainte-Colombe-sur-l'Hers;441;0
11337;Saint-Couat-d'Aude;373;0
11338;Saint-Couat-du-Razès;38;0
11339;Saint-Denis;498;0
11340;Sainte-Eulalie;544;0
11341;Saint-Ferriol;109;0
11342;Saint-Frichoux;233;0
11343;Saint-Gaudéric;112;0
11344;Saint-Hilaire;713;1
11345;Saint-Jean-de-Barrou;265;0
11346;Saint-Jean-de-Paracol;135;0
11347;Saint-Julia-de-Bec;102;0
11348;Saint-Julien-de-Briola;83;0
11350;Saint-Just-et-le-Bézu;50;0
11351;Saint-Laurent-de-la-Cabrerisse;746;2
11352;Saint-Louis-et-Parahou;51;0
11353;Saint-Marcel-sur-Aude;2027;3
11354;Saint-Martin-des-Puits;29;0
11355;Saint-Martin-de-Villereglan;368;0
11356;Saint-Martin-Lalande;1113;0
11357;Saint-Martin-le-Vieil;212;0
11358;Saint-Martin-Lys;24;0
11359;Saint-Michel-de-Lanès;483;0
11360;Saint-Nazaire-d'Aude;2091;2
11361;Saint-Papoul;849;1
11362;Saint-Paulet;204;0
11363;Saint-Pierre-des-Champs;191;0
11364;Saint-Polycarpe;150;0
11365;Saint-Sernin;42;0
11366;Sainte-Valière;529;0
11367;Saissac;918;3
11368;Sallèles-Cabardès;122;0
11369;Sallèles-d'Aude;3064;2
11370;Salles-d'Aude;3250;2
11371;Salles-sur-l'Hers;733;2
11372;Salsigne;377;0
11373;Salvezines;69;0
11374;Salza;24;0
11375;Seignalens;29;0
11376;La Serpent;95;0
11377;Serres;82;0
11378;Serviès-en-Val;193;2
11379;Sigean;5583;8
11380;Sonnac-sur-l'Hers;135;0
11381;Sougraigne;125;0
11382;Souilhanels;355;0
11383;Souilhe;329;0
11384;Soulatgé;128;0
11385;Soupex;237;0
11386;Talairan;452;0
11387;Taurize;107;0
11388;Termes;48;0
11389;Terroles;15;0
11390;Thézan-des-Corbières;560;0
11391;La Tourette-Cabardès;23;0
11392;Tournissan;276;0
11393;Tourouzelle;489;0
11394;Tourreilles;133;0
11395;Trassanel;27;0
11396;Trausse;603;0
11397;Trèbes;5416;10
11398;Treilles;254;0
11399;Tréville;108;1
11400;Tréziers;102;0
11401;Tuchan;788;3
11402;Valmigère;25;0
11404;Ventenac-Cabardès;956;0
11405;Ventenac-en-Minervois;581;0
11406;Véraza;32;0
11407;Verdun-en-Lauragais;287;0
11408;Verzeille;473;0
11409;Vignevieille;106;0
11410;Villalier;964;0
11411;Villanière;142;0
11412;Villardebelle;57;0
11413;Villardonnel;505;0
11414;Villar-en-Val;24;0
11415;Villar-Saint-Anselme;121;0
11416;Villarzel-Cabardès;263;0
11417;Villarzel-du-Razès;97;0
11418;Villasavary;1215;1
11419;Villautou;65;0
11420;Villebazy;139;0
11421;Villedaigne;548;0
11422;Villedubert;343;0
11423;Villefloure;159;0
11424;Villefort;85;0
11425;Villegailhenc;1671;3
11426;Villegly;1208;0
11427;Villelongue-d'Aude;306;0
11428;Villemagne;243;0
11429;Villemoustaussou;4468;5
11430;Villeneuve-la-Comptal;1391;0
11431;Villeneuve-les-Corbières;252;0
11432;Villeneuve-lès-Montréal;345;0
11433;Villeneuve-Minervois;973;0
11434;Villepinte;1257;1
11435;Villerouge-Termenès;158;1
11436;Villesèque-des-Corbières;371;0
11437;Villesèquelande;887;0
11438;Villesiscle;373;0
11439;Villespy;416;0
11440;Villetritouls;34;0
11441;Vinassan;2671;5
12001;Agen-d'Aveyron;1103;0
12002;Aguessac;906;2
12003;Les Albres;343;0
12004;Almont-les-Junies;440;0
12006;Alrance;339;0
12007;Ambeyrac;180;0
12008;Anglars-Saint-Félix;919;0
12009;Arnac-sur-Dourdou;41;0
12010;Arques;161;0
12011;Arvieu;755;0
12012;Asprières;764;0
12013;Aubin;3552;3
12015;Auriac-Lagast;229;0
12016;Auzits;813;0
12017;Ayssènes;218;0
12018;Balaguier-d'Olt;181;0
12019;Balaguier-sur-Rance;89;0
12021;Le Bas Ségala;1593;2
12022;La Bastide-Pradines;116;0
12023;La Bastide-Solages;103;0
12024;Belcastel;192;0
12025;Belmont-sur-Rance;980;2
12026;Bertholène;1054;0
12027;Bessuéjouls;216;0
12028;Boisse-Penchot;517;0
12029;Bor-et-Bar;201;0
12030;Bouillac;372;0
12031;Bournazel;335;0
12032;Boussac;602;0
12033;Bozouls;2978;4
12034;Brandonnet;294;0
12035;Brasc;175;0
12036;Brommat;636;0
12037;Broquiès;610;1
12038;Brousse-le-Château;164;0
12039;Brusque;259;0
12041;Cabanès;273;0
12042;Calmels-et-le-Viala;194;0
12043;Calmont;2196;0
12044;Camarès;1025;1
12045;Camboulazet;391;0
12046;Camjac;575;0
12047;Campagnac;444;0
12048;Campouriez;339;0
12049;Campuac;455;0
12050;Canet-de-Salars;448;0
12051;Cantoin;311;0
12052;Capdenac-Gare;4407;5
12053;La Capelle-Balaguier;342;0
12054;La Capelle-Bleys;344;0
12055;La Capelle-Bonance;87;0
12056;Baraqueville;3163;6
12057;Cassagnes-Bégonhès;938;1
12058;Cassuéjouls;106;0
12059;Castanet;517;0
12060;Castelmary;116;0
12061;Castelnau-de-Mandailles;567;0
12062;Castelnau-Pégayrols;347;0
12063;La Cavalerie;2195;3
12064;Le Cayrol;264;0
12065;Centrès;463;0
12066;Clairvaux-d'Aveyron;1150;0
12067;Le Clapier;79;0
12068;Colombiès;876;0
12069;Combret;259;0
12070;Compeyre;523;0
12071;Compolibat;333;0
12072;Comprégnac;223;1
12073;Comps-la-Grand-Ville;631;0
12074;Condom-d'Aubrac;291;0
12075;Connac;102;0
12076;Conques-en-Rouergue;1573;3
12077;Cornus;513;0
12078;Les Costes-Gozon;173;0
12079;Coubisou;489;0
12080;Coupiac;363;0
12082;La Couvertoirade;189;0
12083;Cransac;1469;1
12084;Creissels;1552;0
12085;Crespin;314;0
12086;La Cresse;321;0
12088;Curières;219;0
12089;Decazeville;5111;9
12090;Druelle Balsac;3188;0
12091;Drulhe;455;0
12092;Durenque;524;0
12093;Le Fel;187;0
12094;Entraygues-sur-Truyère;976;2
12095;Escandolières;232;0
12096;Espalion;4624;7
12097;Espeyrac;250;0
12098;Estaing;492;3
12099;Fayet;236;0
12100;Firmi;2348;0
12101;Flagnac;1078;0
12102;Flavin;2370;2
12103;Florentin-la-Capelle;282;0
12104;Foissac;485;0
12105;La Fouillade;1104;2
12106;Gabriac;554;0
12107;Gaillac-d'Aveyron;321;0
12108;Galgan;371;0
12109;Gissac;95;0
12110;Golinhac;355;0
12111;Goutrens;482;0
12113;Gramond;528;0
12115;L'Hospitalet-du-Larzac;326;0
12116;Huparlac;257;0
12118;Lacroix-Barrez;528;0
12119;Laguiole;1223;3
12120;Laissac-Sévérac l'Église;2155;4
12121;Lanuéjouls;743;4
12122;Lapanouse-de-Cernon;124;0
12124;Lassouts;318;0
12125;Laval-Roquecezière;286;0
12127;Lédergues;651;1
12128;Lescure-Jaoul;222;0
12129;Lestrade-et-Thouels;444;1
12130;Livinhac-le-Haut;1112;0
12131;La Loubière;1523;0
12133;Luc-la-Primaube;6000;6
12134;Lugan;355;0
12135;Lunac;437;0
12136;Maleville;939;0
12137;Manhac;872;0
12138;Marcillac-Vallon;1719;3
12139;Marnhagues-et-Latour;141;0
12140;Martiel;969;0
12141;Martrin;227;0
12142;Mayran;622;0
12143;Mélagues;59;0
12144;Meljac;128;0
12145;Millau;21712;22
12146;Le Monastère;2308;2
12147;Montagnol;144;0
12148;Montbazens;1423;2
12149;Montclar;147;0
12150;Monteils;475;0
12151;Montézic;222;0
12152;Montfranc;126;0
12153;Montjaux;431;0
12154;Montlaur;646;0
12155;Fondamente;334;1
12156;Montpeyroux;523;0
12157;Montrozier;1723;3
12158;Montsalès;324;0
12159;Morlhon-le-Haut;555;0
12160;Mostuéjouls;326;0
12161;Mouret;551;0
12162;Moyrazès;1075;0
12163;Murasson;213;0
12164;Mur-de-Barrez;689;2
12165;Muret-le-Château;364;0
12166;Murols;108;0
12167;Najac;699;1
12168;Nant;1008;1
12169;Naucelle;2023;4
12170;Naussac;393;0
12171;Nauviale;604;0
12172;Le Nayrac;537;0
12174;Olemps;3503;0
12175;Ols-et-Rinhodes;179;0
12176;Onet-le-Château;11873;4
12177;Palmas d'Aveyron;1026;0
12178;Paulhe;367;0
12179;Peux-et-Couffouleux;86;0
12180;Peyreleau;71;0
12181;Peyrusse-le-Roc;207;0
12182;Pierrefiche;284;0
12183;Plaisance;220;0
12184;Pomayrols;118;0
12185;Pont-de-Salars;1645;1
12186;Pousthomy;213;0
12187;Prades-d'Aubrac;343;0
12188;Prades-Salars;319;0
12189;Pradinas;350;0
12190;Prévinquières;281;0
12191;Privezac;334;0
12192;Mounes-Prohencoux;186;0
12193;Pruines;284;0
12194;Quins;862;0
12195;Rebourguil;279;0
12197;Réquista;1961;3
12198;Rieupeyroux;1933;4
12199;Rignac;2009;3
12200;Rivière-sur-Tarn;1023;0
12201;Rodelle;1072;0
12202;Rodez;24207;22
12203;Roquefort-sur-Soulzon;528;0
12204;La Roque-Sainte-Marguerite;177;0
12205;La Rouquette;771;0
12206;Roussennac;624;0
12207;Rullac-Saint-Cirq;345;0
12208;Saint-Affrique;7992;11
12209;Saint-Amans-des-Cots;754;2
12210;Saint-André-de-Najac;453;0
12211;Saint-André-de-Vézines;133;0
12212;Saint-Beaulize;94;0
12213;Saint-Beauzély;599;1
12214;Saint-Chély-d'Aubrac;518;2
12215;Saint-Christophe-Vallon;1176;1
12216;Saint-Côme-d'Olt;1437;1
12217;Sainte-Croix;739;0
12219;Sainte-Eulalie-d'Olt;373;0
12220;Sainte-Eulalie-de-Cernon;310;0
12221;Saint-Félix-de-Lunel;369;0
12222;Saint-Félix-de-Sorgues;182;0
12223;Argences en Aubrac;1595;2
12224;Saint Geniez d'Olt et d'Aubrac;2192;3
12225;Saint-Georges-de-Luzençon;1595;3
12226;Saint-Hippolyte;423;0
12227;Saint-Igest;175;0
12228;Saint-Izaire;313;0
12229;Saint-Jean-d'Alcapiès;233;0
12230;Saint-Jean-Delnous;387;0
